path,location,category,tracked,size,sha256_if_reasonable,current_role,recommended_action,reason
code/02_pennylane_qgnn_core/rich_observable_core.py,windows,source,False,4730,8ab98c83adef7f0c9cc3003ea544d988890403ff13375f95bab0001c888b8e0b,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/rich_observable_core.py,server,source,False,4730,8ab98c83adef7f0c9cc3003ea544d988890403ff13375f95bab0001c888b8e0b,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run.py,github,source,True,15876,898e44c93a81910b7a7cb22981dff7e95c2236755fc4e37045c432c7a5a9aca8,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run.py,windows,source,False,15876,898e44c93a81910b7a7cb22981dff7e95c2236755fc4e37045c432c7a5a9aca8,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run.py,server,source,False,15876,898e44c93a81910b7a7cb22981dff7e95c2236755fc4e37045c432c7a5a9aca8,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_angle_scale_experiment.py,github,source,True,7509,c2283b11004bc2780e45f78a02cd2ee86a98f60054d38c98697c89dd81368bdb,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_angle_scale_experiment.py,windows,source,False,7509,c2283b11004bc2780e45f78a02cd2ee86a98f60054d38c98697c89dd81368bdb,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_angle_scale_experiment.py,server,source,False,7509,c2283b11004bc2780e45f78a02cd2ee86a98f60054d38c98697c89dd81368bdb,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_attention_routed_fusion.py,github,source,True,9064,9de47f8777229658786d77295c32518cad8c7e050f6ada24f1bf3f8232bb3bcc,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_attention_routed_fusion.py,windows,source,False,9064,9de47f8777229658786d77295c32518cad8c7e050f6ada24f1bf3f8232bb3bcc,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_attention_routed_fusion.py,server,source,False,9064,9de47f8777229658786d77295c32518cad8c7e050f6ada24f1bf3f8232bb3bcc,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_basis_dual_experiment.py,github,source,True,8653,74c33a10a8bb148ad430d04c0cd3fafb3a2122e51e27935492c68c8fc03d131c,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_basis_dual_experiment.py,windows,source,False,8653,74c33a10a8bb148ad430d04c0cd3fafb3a2122e51e27935492c68c8fc03d131c,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_basis_dual_experiment.py,server,source,False,8653,74c33a10a8bb148ad430d04c0cd3fafb3a2122e51e27935492c68c8fc03d131c,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_converged_training.py,github,source,True,12840,0032ce6d869cb03d193cc42e4739c8594fef00cb127ce029a50cdd3b61f4d8f3,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_converged_training.py,windows,source,False,12840,0032ce6d869cb03d193cc42e4739c8594fef00cb127ce029a50cdd3b61f4d8f3,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_converged_training.py,server,source,False,12840,0032ce6d869cb03d193cc42e4739c8594fef00cb127ce029a50cdd3b61f4d8f3,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_dual_core_experiment.py,github,source,True,9101,4df55d12858e0005ba35592032137cf69e0e74038eec17d7e6ff705944d4f2b3,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_dual_core_experiment.py,windows,source,False,9101,4df55d12858e0005ba35592032137cf69e0e74038eec17d7e6ff705944d4f2b3,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_dual_core_experiment.py,server,source,False,9101,4df55d12858e0005ba35592032137cf69e0e74038eec17d7e6ff705944d4f2b3,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_final_test_report.py,github,source,True,6588,6d3dac8009d27b9f4e1284fb5ccbba6e56ec4cfa4d9e8f3f171427d64ddbd892,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_final_test_report.py,windows,source,False,6588,6d3dac8009d27b9f4e1284fb5ccbba6e56ec4cfa4d9e8f3f171427d64ddbd892,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_final_test_report.py,server,source,False,6588,6d3dac8009d27b9f4e1284fb5ccbba6e56ec4cfa4d9e8f3f171427d64ddbd892,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_future_token_qgnn_llm.py,github,source,True,14428,3d0d01f3efef8666e919f3e88e84a383e72a3def932e481a487f2adac192186a,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_future_token_qgnn_llm.py,windows,source,False,14428,3d0d01f3efef8666e919f3e88e84a383e72a3def932e481a487f2adac192186a,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_future_token_qgnn_llm.py,server,source,False,14428,3d0d01f3efef8666e919f3e88e84a383e72a3def932e481a487f2adac192186a,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_high_complexity_llm_refinement.py,github,source,True,10461,4b3e84c0836c95a3e1c3ac82fe073591145c27df41fa043ead0c54d243843b21,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_high_complexity_llm_refinement.py,windows,source,False,10461,4b3e84c0836c95a3e1c3ac82fe073591145c27df41fa043ead0c54d243843b21,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_high_complexity_llm_refinement.py,server,source,False,10461,4b3e84c0836c95a3e1c3ac82fe073591145c27df41fa043ead0c54d243843b21,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_high_interaction_temporal_route.py,github,source,True,10292,e86eedc132b07df80a0d922c08aab2bbb50a42dfb64ba613878d05b097de44fd,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_high_interaction_temporal_route.py,windows,source,False,10292,e86eedc132b07df80a0d922c08aab2bbb50a42dfb64ba613878d05b097de44fd,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_high_interaction_temporal_route.py,server,source,False,10292,e86eedc132b07df80a0d922c08aab2bbb50a42dfb64ba613878d05b097de44fd,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_low_data_curve.py,github,source,True,5688,0885e6b7ce26cf795e9da3424cb156a01427208141d166503039e81b4e10ba18,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_low_data_curve.py,windows,source,False,5688,0885e6b7ce26cf795e9da3424cb156a01427208141d166503039e81b4e10ba18,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_low_data_curve.py,server,source,False,5688,0885e6b7ce26cf795e9da3424cb156a01427208141d166503039e81b4e10ba18,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_mechanism_ablation.py,github,source,True,6086,e510555df5bdec70be1ad3cf4619a8fdb1530d8c3ca41198d1bed1d07380415f,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_mechanism_ablation.py,windows,source,False,6086,e510555df5bdec70be1ad3cf4619a8fdb1530d8c3ca41198d1bed1d07380415f,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_mechanism_ablation.py,server,source,False,6086,e510555df5bdec70be1ad3cf4619a8fdb1530d8c3ca41198d1bed1d07380415f,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_pennylane_training.py,github,source,True,7668,3ca3bb05d8238b6aaca8ed60839054ebcf0af336146aed9325bcf6e11f7a2428,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_pennylane_training.py,windows,source,False,7668,3ca3bb05d8238b6aaca8ed60839054ebcf0af336146aed9325bcf6e11f7a2428,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_pennylane_training.py,server,source,False,7668,3ca3bb05d8238b6aaca8ed60839054ebcf0af336146aed9325bcf6e11f7a2428,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_physics_aligned_dual_experiment.py,github,source,True,8805,30b569ac158f52fb6e0eafd62435c1d99df7d259317fa9270373bbcf56581396,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_physics_aligned_dual_experiment.py,windows,source,False,8805,30b569ac158f52fb6e0eafd62435c1d99df7d259317fa9270373bbcf56581396,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_physics_aligned_dual_experiment.py,server,source,False,8805,30b569ac158f52fb6e0eafd62435c1d99df7d259317fa9270373bbcf56581396,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_quantum_llm_frozen_continuation.py,github,source,True,5659,2e8d639a5819f317bb80f27bca545a666725121e2b989997bf7aa03da666652c,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_quantum_llm_frozen_continuation.py,windows,source,False,5659,2e8d639a5819f317bb80f27bca545a666725121e2b989997bf7aa03da666652c,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_quantum_llm_frozen_continuation.py,server,source,False,5659,2e8d639a5819f317bb80f27bca545a666725121e2b989997bf7aa03da666652c,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_relation_prompt_experiment.py,github,source,True,11544,e90286cb661af7339d409450adddebf32606ea2d38ff7ba389757359790b1a85,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_relation_prompt_experiment.py,windows,source,False,11544,e90286cb661af7339d409450adddebf32606ea2d38ff7ba389757359790b1a85,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_relation_prompt_experiment.py,server,source,False,11544,e90286cb661af7339d409450adddebf32606ea2d38ff7ba389757359790b1a85,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_strong_dual_llm.py,github,source,True,7085,eccc73466e60b40a643654389b4d4ab5bfc041d204f1527628d0235b15284aa0,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_strong_dual_llm.py,windows,source,False,7085,eccc73466e60b40a643654389b4d4ab5bfc041d204f1527628d0235b15284aa0,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_strong_dual_llm.py,server,source,False,7085,eccc73466e60b40a643654389b4d4ab5bfc041d204f1527628d0235b15284aa0,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_two_hop_rich_quantum.py,github,source,True,8107,6b90fc5bfa6f0b94275fd879ec2eb43faa81f3130ca4d93dfa2a8035df9551ae,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_two_hop_rich_quantum.py,windows,source,False,8107,6b90fc5bfa6f0b94275fd879ec2eb43faa81f3130ca4d93dfa2a8035df9551ae,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_two_hop_rich_quantum.py,server,source,False,8107,6b90fc5bfa6f0b94275fd879ec2eb43faa81f3130ca4d93dfa2a8035df9551ae,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_two_hop_score2_quantum.py,github,source,True,7509,d93675bbea54c737516cf3d7f82136bed2790189af60f231a4445e344791982c,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_two_hop_score2_quantum.py,windows,source,False,7509,d93675bbea54c737516cf3d7f82136bed2790189af60f231a4445e344791982c,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_two_hop_score2_quantum.py,server,source,False,7509,d93675bbea54c737516cf3d7f82136bed2790189af60f231a4445e344791982c,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_two_hop_sparse_experiment.py,github,source,True,9227,92fecd04d0d258f2409b42ba961b77920787f3e9685ce193721f5c2288ac72af,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_two_hop_sparse_experiment.py,windows,source,False,9227,92fecd04d0d258f2409b42ba961b77920787f3e9685ce193721f5c2288ac72af,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_two_hop_sparse_experiment.py,server,source,False,9227,92fecd04d0d258f2409b42ba961b77920787f3e9685ce193721f5c2288ac72af,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_value_modulation_experiment.py,github,source,True,7852,45b99f08fc33c1fc00b67525b4d3d669b4b4402d490b82fd5408bcb6cf656022,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_value_modulation_experiment.py,windows,source,False,7852,45b99f08fc33c1fc00b67525b4d3d669b4b4402d490b82fd5408bcb6cf656022,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_value_modulation_experiment.py,server,source,False,7852,45b99f08fc33c1fc00b67525b4d3d669b4b4402d490b82fd5408bcb6cf656022,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/run_warm_basis_refinement.py,github,source,True,6319,61c2da7e1d5e43460812d85f2b7e2e3b29504b525324acd57b7a75d21f44cdaa,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/run_warm_basis_refinement.py,windows,source,False,6319,61c2da7e1d5e43460812d85f2b7e2e3b29504b525324acd57b7a75d21f44cdaa,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/run_warm_basis_refinement.py,server,source,False,6319,61c2da7e1d5e43460812d85f2b7e2e3b29504b525324acd57b7a75d21f44cdaa,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/select_physical_complexity_rule.py,github,source,True,4704,218ec15031b93b487a7a90f7dac3b4ba66d31d3f33a4b29d280d50ed6bb0ecc2,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/select_physical_complexity_rule.py,windows,source,False,4704,218ec15031b93b487a7a90f7dac3b4ba66d31d3f33a4b29d280d50ed6bb0ecc2,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/select_physical_complexity_rule.py,server,source,False,4704,218ec15031b93b487a7a90f7dac3b4ba66d31d3f33a4b29d280d50ed6bb0ecc2,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/summarize.py,github,source,True,3602,c35aadcb7bb612bcf3fb3d2d7ebe9874f2ae5a2b6339c0e631f7fe8105d96d0a,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/summarize.py,windows,source,False,3602,c35aadcb7bb612bcf3fb3d2d7ebe9874f2ae5a2b6339c0e631f7fe8105d96d0a,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/summarize.py,server,source,False,3602,c35aadcb7bb612bcf3fb3d2d7ebe9874f2ae5a2b6339c0e631f7fe8105d96d0a,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/temporal_risk_routed_model.py,github,source,True,4774,670b8a2a5bce9f3d956d867c9504fbc8a5aa23400b83a6f6b4c03e00c9fe6c84,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/temporal_risk_routed_model.py,windows,source,False,4774,670b8a2a5bce9f3d956d867c9504fbc8a5aa23400b83a6f6b4c03e00c9fe6c84,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/temporal_risk_routed_model.py,server,source,False,4774,670b8a2a5bce9f3d956d867c9504fbc8a5aa23400b83a6f6b4c03e00c9fe6c84,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/validate_pennylane.py,github,source,True,5903,f1caf1926f4eb8fed7700ab57cbe6ce811a6f1cef8395779e0f9916073cd3da6,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/validate_pennylane.py,windows,source,False,5903,f1caf1926f4eb8fed7700ab57cbe6ce811a6f1cef8395779e0f9916073cd3da6,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/validate_pennylane.py,server,source,False,5903,f1caf1926f4eb8fed7700ab57cbe6ce811a6f1cef8395779e0f9916073cd3da6,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/validate_score_sharpening.py,github,source,True,2949,07290e0f9a8c6a14a8e3e78c3b20fcb8b8662ad780b87579e94f1fb6b57a5248,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/validate_score_sharpening.py,windows,source,False,2949,07290e0f9a8c6a14a8e3e78c3b20fcb8b8662ad780b87579e94f1fb6b57a5248,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/validate_score_sharpening.py,server,source,False,2949,07290e0f9a8c6a14a8e3e78c3b20fcb8b8662ad780b87579e94f1fb6b57a5248,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/validate_selected_physical_rule.py,github,source,True,4766,115e515268c638a76e66db231e74a9447fee83abb9c2366736ee31f0f7b7658e,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/validate_selected_physical_rule.py,windows,source,False,4766,115e515268c638a76e66db231e74a9447fee83abb9c2366736ee31f0f7b7658e,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/validate_selected_physical_rule.py,server,source,False,4766,115e515268c638a76e66db231e74a9447fee83abb9c2366736ee31f0f7b7658e,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/value_modulated_model.py,github,source,True,4272,b5afc4c0afa6918ae2b458e3cd5fb01509b44262d753e1e35f509f68e88791a6,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/value_modulated_model.py,windows,source,False,4272,b5afc4c0afa6918ae2b458e3cd5fb01509b44262d753e1e35f509f68e88791a6,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/value_modulated_model.py,server,source,False,4272,b5afc4c0afa6918ae2b458e3cd5fb01509b44262d753e1e35f509f68e88791a6,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/02_pennylane_qgnn_core/warm_basis_model.py,github,source,True,4213,34815f57d0f6ae2e20e3652041d65e9a3bd91f06db8fdb21e866e1a3ef97536a,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/02_pennylane_qgnn_core/warm_basis_model.py,windows,source,False,4213,34815f57d0f6ae2e20e3652041d65e9a3bd91f06db8fdb21e866e1a3ef97536a,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/02_pennylane_qgnn_core/warm_basis_model.py,server,source,False,4213,34815f57d0f6ae2e20e3652041d65e9a3bd91f06db8fdb21e866e1a3ef97536a,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/03_qgnn_llm_interfaces/analyze_contribution_chain.py,github,source,True,2935,42af4cbe24de21bdc6f66e6493aa1ea7b47d1eb9cf228a396405fad0a5cfe6fc,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/03_qgnn_llm_interfaces/analyze_contribution_chain.py,windows,source,False,2935,42af4cbe24de21bdc6f66e6493aa1ea7b47d1eb9cf228a396405fad0a5cfe6fc,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/03_qgnn_llm_interfaces/analyze_contribution_chain.py,server,source,False,2935,42af4cbe24de21bdc6f66e6493aa1ea7b47d1eb9cf228a396405fad0a5cfe6fc,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/03_qgnn_llm_interfaces/analyze_llm_component_ablation.py,github,source,True,3875,b2bf28a00bbd51b9ecf4a04a20429aaf5b996f9b4a38967e2007bf15e06feded,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/03_qgnn_llm_interfaces/analyze_llm_component_ablation.py,windows,source,False,3875,b2bf28a00bbd51b9ecf4a04a20429aaf5b996f9b4a38967e2007bf15e06feded,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/03_qgnn_llm_interfaces/analyze_llm_component_ablation.py,server,source,False,3875,b2bf28a00bbd51b9ecf4a04a20429aaf5b996f9b4a38967e2007bf15e06feded,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/03_qgnn_llm_interfaces/analyze_llm_correction_oracle.py,github,source,True,3288,28b1a55d70217107575bf6389c3d649d9e391ba80c72cef4a07436e5dbfcd230,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/03_qgnn_llm_interfaces/analyze_llm_correction_oracle.py,windows,source,False,3288,28b1a55d70217107575bf6389c3d649d9e391ba80c72cef4a07436e5dbfcd230,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/03_qgnn_llm_interfaces/analyze_llm_correction_oracle.py,server,source,False,3288,28b1a55d70217107575bf6389c3d649d9e391ba80c72cef4a07436e5dbfcd230,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/03_qgnn_llm_interfaces/analyze_routed_complexity.py,github,source,True,3907,8e9598ae34af782834fb1991c7e50814b1c5dd520a9c1578c465aa2d9eff8fcf,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/03_qgnn_llm_interfaces/analyze_routed_complexity.py,windows,source,False,3907,8e9598ae34af782834fb1991c7e50814b1c5dd520a9c1578c465aa2d9eff8fcf,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/03_qgnn_llm_interfaces/analyze_routed_complexity.py,server,source,False,3907,8e9598ae34af782834fb1991c7e50814b1c5dd520a9c1578c465aa2d9eff8fcf,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/03_qgnn_llm_interfaces/attention_routed_fusion_model.py,github,source,True,3971,eba6ef5006ff4e4ac7d64918ba13a8543f284626742cf3e95529ae1e32cd0962,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/03_qgnn_llm_interfaces/attention_routed_fusion_model.py,windows,source,False,3971,eba6ef5006ff4e4ac7d64918ba13a8543f284626742cf3e95529ae1e32cd0962,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/03_qgnn_llm_interfaces/attention_routed_fusion_model.py,server,source,False,3971,eba6ef5006ff4e4ac7d64918ba13a8543f284626742cf3e95529ae1e32cd0962,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/03_qgnn_llm_interfaces/bootstrap_routed_high.py,github,source,True,2901,0817886be1eeae66a2296a140f57a90384a33cdd26691adf1ea28d44756b7b90,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/03_qgnn_llm_interfaces/bootstrap_routed_high.py,windows,source,False,2901,0817886be1eeae66a2296a140f57a90384a33cdd26691adf1ea28d44756b7b90,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/03_qgnn_llm_interfaces/bootstrap_routed_high.py,server,source,False,2901,0817886be1eeae66a2296a140f57a90384a33cdd26691adf1ea28d44756b7b90,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/03_qgnn_llm_interfaces/build_matched_long_horizon_cache.py,github,source,True,4932,0bee5e52fabe743d54164ebe3ab96af9c1c82e46fcba18a7f59b1e6067c42c54,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/03_qgnn_llm_interfaces/build_matched_long_horizon_cache.py,windows,source,False,4932,0bee5e52fabe743d54164ebe3ab96af9c1c82e46fcba18a7f59b1e6067c42c54,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/03_qgnn_llm_interfaces/build_matched_long_horizon_cache.py,server,source,False,4932,0bee5e52fabe743d54164ebe3ab96af9c1c82e46fcba18a7f59b1e6067c42c54,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/03_qgnn_llm_interfaces/check_intent_labels.py,github,source,True,735,4b6cab5a41685c43e5f8297157cfcbc97bda2f53d5cd6c16e5414b55d4d26f37,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/03_qgnn_llm_interfaces/check_intent_labels.py,windows,source,False,735,4b6cab5a41685c43e5f8297157cfcbc97bda2f53d5cd6c16e5414b55d4d26f37,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/03_qgnn_llm_interfaces/check_intent_labels.py,server,source,False,735,4b6cab5a41685c43e5f8297157cfcbc97bda2f53d5cd6c16e5414b55d4d26f37,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/03_qgnn_llm_interfaces/evaluate_attention_routed_selected.py,github,source,True,1863,03948ce46312dd6a641849e21f62ac3e58462ae468e4f615fc562d9a0f7d08ef,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/03_qgnn_llm_interfaces/evaluate_attention_routed_selected.py,windows,source,False,1863,03948ce46312dd6a641849e21f62ac3e58462ae468e4f615fc562d9a0f7d08ef,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/03_qgnn_llm_interfaces/evaluate_attention_routed_selected.py,server,source,False,1863,03948ce46312dd6a641849e21f62ac3e58462ae468e4f615fc562d9a0f7d08ef,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/03_qgnn_llm_interfaces/evaluate_effective_complexity.py,github,source,True,3025,2e61e7c9334f9ba6412e20ae089e74df17e1a30264275d5f36898d274bf2570e,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/03_qgnn_llm_interfaces/evaluate_effective_complexity.py,windows,source,False,3025,2e61e7c9334f9ba6412e20ae089e74df17e1a30264275d5f36898d274bf2570e,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/03_qgnn_llm_interfaces/evaluate_effective_complexity.py,server,source,False,3025,2e61e7c9334f9ba6412e20ae089e74df17e1a30264275d5f36898d274bf2570e,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/03_qgnn_llm_interfaces/evaluate_intent_oracle.py,github,source,True,3173,5b87fe6ea53fc893f6216b3d74e5c5056f7abb3db0f73d12ce21baa41f855934,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/03_qgnn_llm_interfaces/evaluate_intent_oracle.py,windows,source,False,3173,5b87fe6ea53fc893f6216b3d74e5c5056f7abb3db0f73d12ce21baa41f855934,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/03_qgnn_llm_interfaces/evaluate_intent_oracle.py,server,source,False,3173,5b87fe6ea53fc893f6216b3d74e5c5056f7abb3db0f73d12ce21baa41f855934,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
