split,episode,episode_id,density,snr,slot,window_index,origin_ms,origin_before_ms,gt_before,gt_after,masked_positions,masked_first_origin_ms,masked_last_origin_ms,masked_labelled_cells_nominal
train,77,s0_t1118936200200_a579,high,15.0,6,11,1118936208600,1118936208100,516,535,3,1118936208100,1118936209100,3
train,77,s0_t1118936200200_a579,high,15.0,2,12,1118936209100,1118936208600,516,567,3,1118936208600,1118936209600,3
train,77,s0_t1118936200200_a579,high,15.0,4,12,1118936209100,1118936208600,567,579,3,1118936208600,1118936209600,3
train,77,s0_t1118936200200_a579,high,15.0,6,12,1118936209100,1118936208600,535,516,3,1118936208600,1118936209600,2
train,77,s0_t1118936200200_a579,high,15.0,2,14,1118936210100,1118936209600,567,516,3,1118936209600,1118936210600,2
train,77,s0_t1118936200200_a579,high,15.0,4,14,1118936210100,1118936209600,579,567,3,1118936209600,1118936210600,3
train,77,s0_t1118936200200_a579,high,15.0,4,15,1118936210600,1118936210100,567,579,3,1118936210100,1118936211100,3
train,77,s0_t1118936200200_a579,high,15.0,5,15,1118936210600,1118936210100,501,567,3,1118936210100,1118936211100,3
train,77,s0_t1118936200200_a579,high,15.0,5,16,1118936211100,1118936210600,567,501,3,1118936210600,1118936211600,3
train,77,s0_t1118936200200_a579,high,15.0,7,16,1118936211100,1118936210600,534,541,3,1118936210600,1118936211600,3
train,77,s0_t1118936200200_a579,high,15.0,7,17,1118936211600,1118936211100,541,534,3,1118936211100,1118936212100,3
train,77,s0_t1118936200200_a579,high,15.0,1,18,1118936212100,1118936211600,516,523,3,1118936211600,1118936212600,2
train,77,s0_t1118936200200_a579,high,15.0,0,20,1118936213100,1118936212600,516,535,3,1118936212600,1118936213600,3
train,77,s0_t1118936200200_a579,high,15.0,6,20,1118936213100,1118936212600,567,516,3,1118936212600,1118936213600,3
train,77,s0_t1118936200200_a579,high,15.0,4,22,1118936214100,1118936213600,579,567,3,1118936213600,1118936214600,3
train,77,s0_t1118936200200_a579,high,15.0,4,23,1118936214600,1118936214100,567,579,3,1118936214100,1118936215100,3
train,77,s0_t1118936200200_a579,high,15.0,6,23,1118936214600,1118936214100,516,567,3,1118936214100,1118936215100,3
train,77,s0_t1118936200200_a579,high,15.0,3,25,1118936215600,1118936215100,523,535,3,1118936215100,1118936216100,2
train,77,s0_t1118936200200_a579,high,15.0,2,26,1118936216100,1118936215600,523,535,3,1118936215600,1118936216600,2
train,77,s0_t1118936200200_a579,high,15.0,7,26,1118936216100,1118936215600,534,541,3,1118936215600,1118936216600,3
train,77,s0_t1118936200200_a579,high,15.0,5,27,1118936216600,1118936216100,501,567,3,1118936216100,1118936217100,3
train,77,s0_t1118936200200_a579,high,15.0,0,28,1118936217100,1118936216600,579,567,3,1118936216600,1118936217600,3
train,77,s0_t1118936200200_a579,high,15.0,5,28,1118936217100,1118936216600,567,501,3,1118936216600,1118936217600,3
train,77,s0_t1118936200200_a579,high,20.0,0,1,1118936203600,1118936203100,534,541,3,1118936203100,1118936204100,3
train,77,s0_t1118936200200_a579,high,20.0,0,2,1118936204100,1118936203600,541,534,3,1118936203600,1118936204600,3
train,77,s0_t1118936200200_a579,high,20.0,3,2,1118936204100,1118936203600,535,523,3,1118936203600,1118936204600,3
train,77,s0_t1118936200200_a579,high,20.0,5,3,1118936204600,1118936204100,567,501,3,1118936204100,1118936205100,3
train,77,s0_t1118936200200_a579,high,20.0,0,5,1118936205600,1118936205100,534,541,3,1118936205100,1118936206100,3
train,77,s0_t1118936200200_a579,high,20.0,0,6,1118936206100,1118936205600,541,534,3,1118936205600,1118936206600,3
train,77,s0_t1118936200200_a579,high,20.0,0,8,1118936207100,1118936206600,534,541,3,1118936206600,1118936207600,2
train,77,s0_t1118936200200_a579,high,20.0,2,11,1118936208600,1118936208100,567,516,3,1118936208100,1118936209100,3
train,77,s0_t1118936200200_a579,high,20.0,4,11,1118936208600,1118936208100,579,567,3,1118936208100,1118936209100,3
train,77,s0_t1118936200200_a579,high,20.0,6,11,1118936208600,1118936208100,516,535,3,1118936208100,1118936209100,3
train,77,s0_t1118936200200_a579,high,20.0,2,12,1118936209100,1118936208600,516,567,3,1118936208600,1118936209600,3
train,77,s0_t1118936200200_a579,high,20.0,4,12,1118936209100,1118936208600,567,579,3,1118936208600,1118936209600,3
train,77,s0_t1118936200200_a579,high,20.0,6,12,1118936209100,1118936208600,535,516,3,1118936208600,1118936209600,2
train,77,s0_t1118936200200_a579,high,20.0,2,14,1118936210100,1118936209600,567,516,3,1118936209600,1118936210600,2
train,77,s0_t1118936200200_a579,high,20.0,4,14,1118936210100,1118936209600,579,567,3,1118936209600,1118936210600,3
train,77,s0_t1118936200200_a579,high,20.0,4,15,1118936210600,1118936210100,567,579,3,1118936210100,1118936211100,3
train,77,s0_t1118936200200_a579,high,20.0,5,15,1118936210600,1118936210100,501,567,3,1118936210100,1118936211100,3
train,77,s0_t1118936200200_a579,high,20.0,5,16,1118936211100,1118936210600,567,501,3,1118936210600,1118936211600,3
train,77,s0_t1118936200200_a579,high,20.0,7,16,1118936211100,1118936210600,534,541,3,1118936210600,1118936211600,3
train,77,s0_t1118936200200_a579,high,20.0,7,17,1118936211600,1118936211100,541,534,3,1118936211100,1118936212100,3
train,77,s0_t1118936200200_a579,high,20.0,1,18,1118936212100,1118936211600,516,523,3,1118936211600,1118936212600,2
train,77,s0_t1118936200200_a579,high,20.0,0,20,1118936213100,1118936212600,516,535,3,1118936212600,1118936213600,3
train,77,s0_t1118936200200_a579,high,20.0,6,20,1118936213100,1118936212600,567,516,3,1118936212600,1118936213600,3
train,77,s0_t1118936200200_a579,high,20.0,4,22,1118936214100,1118936213600,579,567,3,1118936213600,1118936214600,3
train,77,s0_t1118936200200_a579,high,20.0,4,23,1118936214600,1118936214100,567,579,3,1118936214100,1118936215100,3
train,77,s0_t1118936200200_a579,high,20.0,6,23,1118936214600,1118936214100,516,567,3,1118936214100,1118936215100,3
train,77,s0_t1118936200200_a579,high,20.0,3,25,1118936215600,1118936215100,523,535,3,1118936215100,1118936216100,2
train,77,s0_t1118936200200_a579,high,20.0,2,26,1118936216100,1118936215600,523,535,3,1118936215600,1118936216600,2
train,77,s0_t1118936200200_a579,high,20.0,7,26,1118936216100,1118936215600,534,541,3,1118936215600,1118936216600,3
train,77,s0_t1118936200200_a579,high,20.0,5,27,1118936216600,1118936216100,501,567,3,1118936216100,1118936217100,3
train,77,s0_t1118936200200_a579,high,20.0,0,28,1118936217100,1118936216600,579,567,3,1118936216600,1118936217600,3
train,77,s0_t1118936200200_a579,high,20.0,5,28,1118936217100,1118936216600,567,501,3,1118936216600,1118936217600,3
train,79,s0_t1118936200200_a595,high,10.0,0,3,1118936204600,1118936204100,556,555,3,1118936204100,1118936205100,3
train,79,s0_t1118936200200_a595,high,15.0,0,3,1118936204600,1118936204100,556,555,3,1118936204100,1118936205100,3
train,79,s0_t1118936200200_a595,high,20.0,0,3,1118936204600,1118936204100,556,555,3,1118936204100,1118936205100,3
train,80,s0_t1118936220200_a608,high,-5.0,0,26,1118936236100,1118936235600,608,610,3,1118936235600,1118936236600,3
train,80,s0_t1118936220200_a608,high,-5.0,0,27,1118936236600,1118936236100,610,608,3,1118936236100,1118936237100,3
train,80,s0_t1118936220200_a608,high,0.0,4,3,1118936224600,1118936224100,607,602,3,1118936224100,1118936225100,3
train,80,s0_t1118936220200_a608,high,0.0,2,7,1118936226600,1118936226100,599,601,3,1118936226100,1118936227100,3
train,80,s0_t1118936220200_a608,high,0.0,7,8,1118936227100,1118936226600,607,602,3,1118936226600,1118936227600,3
train,80,s0_t1118936220200_a608,high,0.0,3,9,1118936227600,1118936227100,607,610,3,1118936227100,1118936228100,2
train,80,s0_t1118936220200_a608,high,0.0,7,9,1118936227600,1118936227100,602,607,3,1118936227100,1118936228100,3
train,80,s0_t1118936220200_a608,high,0.0,6,16,1118936231100,1118936230600,608,610,3,1118936230600,1118936231600,3
train,80,s0_t1118936220200_a608,high,0.0,6,17,1118936231600,1118936231100,610,608,3,1118936231100,1118936232100,3
train,80,s0_t1118936220200_a608,high,5.0,6,11,1118936228600,1118936228100,601,599,3,1118936228100,1118936229100,3
train,80,s0_t1118936220200_a608,high,5.0,1,15,1118936230600,1118936230100,602,607,3,1118936230100,1118936231100,2
train,80,s0_t1118936220200_a608,high,5.0,5,15,1118936230600,1118936230100,607,602,3,1118936230100,1118936231100,3
train,80,s0_t1118936220200_a608,high,5.0,7,20,1118936233100,1118936232600,608,610,3,1118936232600,1118936233600,3
train,80,s0_t1118936220200_a608,high,10.0,2,4,1118936225100,1118936224600,608,610,3,1118936224600,1118936225600,3
train,80,s0_t1118936220200_a608,high,10.0,2,5,1118936225600,1118936225100,610,608,3,1118936225100,1118936226100,3
train,80,s0_t1118936220200_a608,high,10.0,3,6,1118936226100,1118936225600,599,601,3,1118936225600,1118936226600,2
train,80,s0_t1118936220200_a608,high,10.0,3,23,1118936234600,1118936234100,608,610,3,1118936234100,1118936235100,3
train,80,s0_t1118936220200_a608,high,10.0,7,23,1118936234600,1118936234100,607,608,3,1118936234100,1118936235100,3
train,80,s0_t1118936220200_a608,high,10.0,3,26,1118936236100,1118936235600,610,608,3,1118936235600,1118936236600,3
train,80,s0_t1118936220200_a608,high,15.0,1,4,1118936225100,1118936224600,608,610,3,1118936224600,1118936225600,3
train,80,s0_t1118936220200_a608,high,15.0,2,4,1118936225100,1118936224600,607,602,3,1118936224600,1118936225600,3
train,80,s0_t1118936220200_a608,high,15.0,1,5,1118936225600,1118936225100,610,608,3,1118936225100,1118936226100,3
train,80,s0_t1118936220200_a608,high,15.0,3,6,1118936226100,1118936225600,599,601,3,1118936225600,1118936226600,2
train,80,s0_t1118936220200_a608,high,15.0,2,13,1118936229600,1118936229100,602,607,3,1118936229100,1118936230100,2
train,80,s0_t1118936220200_a608,high,15.0,6,13,1118936229600,1118936229100,601,599,3,1118936229100,1118936230100,3
train,80,s0_t1118936220200_a608,high,15.0,7,13,1118936229600,1118936229100,607,602,3,1118936229100,1118936230100,3
train,80,s0_t1118936220200_a608,high,15.0,5,23,1118936234600,1118936234100,607,608,3,1118936234100,1118936235100,3
train,80,s0_t1118936220200_a608,high,15.0,4,26,1118936236100,1118936235600,610,608,3,1118936235600,1118936236600,3
train,80,s0_t1118936220200_a608,high,20.0,1,4,1118936225100,1118936224600,608,610,3,1118936224600,1118936225600,3
train,80,s0_t1118936220200_a608,high,20.0,2,4,1118936225100,1118936224600,607,602,3,1118936224600,1118936225600,3
train,80,s0_t1118936220200_a608,high,20.0,1,5,1118936225600,1118936225100,610,608,3,1118936225100,1118936226100,3
train,80,s0_t1118936220200_a608,high,20.0,2,13,1118936229600,1118936229100,602,607,3,1118936229100,1118936230100,2
train,80,s0_t1118936220200_a608,high,20.0,7,13,1118936229600,1118936229100,607,602,3,1118936229100,1118936230100,3
train,80,s0_t1118936220200_a608,high,20.0,1,20,1118936233100,1118936232600,608,610,3,1118936232600,1118936233600,3
train,80,s0_t1118936220200_a608,high,20.0,1,21,1118936233600,1118936233100,610,608,3,1118936233100,1118936234100,2
train,80,s0_t1118936220200_a608,high,20.0,5,25,1118936235600,1118936235100,607,602,3,1118936235100,1118936236100,2
train,80,s0_t1118936220200_a608,high,20.0,7,25,1118936235600,1118936235100,602,607,3,1118936235100,1118936236100,3
train,81,s0_t1118936220200_a618,high,-5.0,0,4,1118936225100,1118936224600,614,604,3,1118936224600,1118936225600,2
train,81,s0_t1118936220200_a618,high,-5.0,2,4,1118936225100,1118936224600,604,615,3,1118936224600,1118936225600,2
train,81,s0_t1118936220200_a618,high,-5.0,4,12,1118936229100,1118936228600,622,617,3,1118936228600,1118936229600,3
train,81,s0_t1118936220200_a618,high,-5.0,6,14,1118936230100,1118936229600,604,614,3,1118936229600,1118936230600,2
train,81,s0_t1118936220200_a618,high,-5.0,0,16,1118936231100,1118936230600,614,604,3,1118936230600,1118936231600,3
train,81,s0_t1118936220200_a618,high,-5.0,1,25,1118936235600,1118936235100,604,615,3,1118936235100,1118936236100,3
train,81,s0_t1118936220200_a618,high,-5.0,4,25,1118936235600,1118936235100,622,618,3,1118936235100,1118936236100,3
train,81,s0_t1118936220200_a618,high,-5.0,5,25,1118936235600,1118936235100,614,604,3,1118936235100,1118936236100,3
train,81,s0_t1118936220200_a618,high,-5.0,2,27,1118936236600,1118936236100,614,615,3,1118936236100,1118936237100,2
train,81,s0_t1118936220200_a618,high,-5.0,0,29,1118936237600,1118936237100,622,618,3,1118936237100,1118936238100,2
train,81,s0_t1118936220200_a618,high,-5.0,4,29,1118936237600,1118936237100,618,622,3,1118936237100,1118936238100,3
train,81,s0_t1118936220200_a618,high,-5.0,4,30,1118936238100,1118936237600,622,618,2,1118936237600,1118936238100,2
train,81,s0_t1118936220200_a618,high,0.0,6,2,1118936224100,1118936223600,604,614,3,1118936223600,1118936224600,2
train,81,s0_t1118936220200_a618,high,0.0,4,15,1118936230600,1118936230100,622,617,3,1118936230100,1118936231100,3
train,81,s0_t1118936220200_a618,high,0.0,1,18,1118936232100,1118936231600,615,614,3,1118936231600,1118936232600,2
train,81,s0_t1118936220200_a618,high,0.0,4,19,1118936232600,1118936232100,617,622,3,1118936232100,1118936233100,2
train,81,s0_t1118936220200_a618,high,0.0,7,20,1118936233100,1118936232600,604,614,3,1118936232600,1118936233600,3
train,81,s0_t1118936220200_a618,high,0.0,7,21,1118936233600,1118936233100,614,604,3,1118936233100,1118936234100,3
train,81,s0_t1118936220200_a618,high,0.0,0,23,1118936234600,1118936234100,614,604,3,1118936234100,1118936235100,2
train,81,s0_t1118936220200_a618,high,0.0,4,23,1118936234600,1118936234100,622,617,3,1118936234100,1118936235100,3
train,81,s0_t1118936220200_a618,high,0.0,7,23,1118936234600,1118936234100,604,614,3,1118936234100,1118936235100,3
train,81,s0_t1118936220200_a618,high,0.0,7,24,1118936235100,1118936234600,614,604,3,1118936234600,1118936235600,3
train,81,s0_t1118936220200_a618,high,0.0,7,26,1118936236100,1118936235600,604,614,3,1118936235600,1118936236600,3
train,81,s0_t1118936220200_a618,high,0.0,7,27,1118936236600,1118936236100,614,604,3,1118936236100,1118936237100,3
train,81,s0_t1118936220200_a618,high,5.0,1,1,1118936223600,1118936223100,614,604,3,1118936223100,1118936224100,2
train,81,s0_t1118936220200_a618,high,5.0,7,1,1118936223600,1118936223100,604,614,3,1118936223100,1118936224100,3
train,81,s0_t1118936220200_a618,high,5.0,6,5,1118936225600,1118936225100,617,622,3,1118936225100,1118936226100,2
train,81,s0_t1118936220200_a618,high,5.0,0,8,1118936227100,1118936226600,615,604,3,1118936226600,1118936227600,2
train,81,s0_t1118936220200_a618,high,5.0,1,9,1118936227600,1118936227100,618,622,3,1118936227100,1118936228100,2
train,81,s0_t1118936220200_a618,high,5.0,5,15,1118936230600,1118936230100,614,604,3,1118936230100,1118936231100,2
train,81,s0_t1118936220200_a618,high,5.0,0,17,1118936231600,1118936231100,622,618,3,1118936231100,1118936232100,3
train,81,s0_t1118936220200_a618,high,5.0,7,21,1118936233600,1118936233100,614,604,3,1118936233100,1118936234100,2
train,81,s0_t1118936220200_a618,high,5.0,6,23,1118936234600,1118936234100,615,604,3,1118936234100,1118936235100,3
train,81,s0_t1118936220200_a618,high,5.0,1,25,1118936235600,1118936235100,614,604,3,1118936235100,1118936236100,3
train,81,s0_t1118936220200_a618,high,5.0,6,25,1118936235600,1118936235100,604,615,3,1118936235100,1118936236100,3
train,81,s0_t1118936220200_a618,high,5.0,4,28,1118936237100,1118936236600,622,617,3,1118936236600,1118936237600,3
train,81,s0_t1118936220200_a618,high,5.0,7,28,1118936237100,1118936236600,617,622,3,1118936236600,1118936237600,3
train,81,s0_t1118936220200_a618,high,10.0,4,1,1118936223600,1118936223100,604,614,3,1118936223100,1118936224100,3
train,81,s0_t1118936220200_a618,high,10.0,4,2,1118936224100,1118936223600,614,604,3,1118936223600,1118936224600,2
train,81,s0_t1118936220200_a618,high,10.0,2,5,1118936225600,1118936225100,622,617,3,1118936225100,1118936226100,3
train,81,s0_t1118936220200_a618,high,10.0,2,12,1118936229100,1118936228600,604,615,3,1118936228600,1118936229600,3
train,81,s0_t1118936220200_a618,high,10.0,6,14,1118936230100,1118936229600,604,614,3,1118936229600,1118936230600,3
train,81,s0_t1118936220200_a618,high,10.0,4,18,1118936232100,1118936231600,622,618,3,1118936231600,1118936232600,3
train,81,s0_t1118936220200_a618,high,10.0,2,25,1118936235600,1118936235100,604,615,3,1118936235100,1118936236100,3
train,81,s0_t1118936220200_a618,high,10.0,2,28,1118936237100,1118936236600,615,604,3,1118936236600,1118936237600,3
train,81,s0_t1118936220200_a618,high,10.0,7,28,1118936237100,1118936236600,604,614,3,1118936236600,1118936237600,3
train,81,s0_t1118936220200_a618,high,10.0,7,30,1118936238100,1118936237600,614,604,2,1118936237600,1118936238100,2
train,81,s0_t1118936220200_a618,high,15.0,4,1,1118936223600,1118936223100,604,614,3,1118936223100,1118936224100,3
train,81,s0_t1118936220200_a618,high,15.0,4,2,1118936224100,1118936223600,614,604,3,1118936223600,1118936224600,2
train,81,s0_t1118936220200_a618,high,15.0,2,5,1118936225600,1118936225100,622,617,3,1118936225100,1118936226100,3
train,81,s0_t1118936220200_a618,high,15.0,2,30,1118936238100,1118936237600,615,604,2,1118936237600,1118936238100,2
train,81,s0_t1118936220200_a618,high,15.0,5,30,1118936238100,1118936237600,604,614,2,1118936237600,1118936238100,2
train,81,s0_t1118936220200_a618,high,20.0,4,1,1118936223600,1118936223100,604,614,3,1118936223100,1118936224100,3
train,81,s0_t1118936220200_a618,high,20.0,4,2,1118936224100,1118936223600,614,604,3,1118936223600,1118936224600,2
train,81,s0_t1118936220200_a618,high,20.0,2,5,1118936225600,1118936225100,622,617,3,1118936225100,1118936226100,3
train,81,s0_t1118936220200_a618,high,20.0,5,15,1118936230600,1118936230100,614,615,3,1118936230100,1118936231100,2
train,81,s0_t1118936220200_a618,high,20.0,4,19,1118936232600,1118936232100,615,617,3,1118936232100,1118936233100,3
train,81,s0_t1118936220200_a618,high,20.0,0,28,1118936237100,1118936236600,615,604,3,1118936236600,1118936237600,3
train,81,s0_t1118936220200_a618,high,20.0,7,28,1118936237100,1118936236600,604,614,3,1118936236600,1118936237600,3
train,81,s0_t1118936220200_a618,high,20.0,7,30,1118936238100,1118936237600,614,604,2,1118936237600,1118936238100,2
train,82,s0_t1118936220200_a622,mid,-5.0,3,5,1118936225600,1118936225100,618,622,3,1118936225100,1118936226100,3
train,82,s0_t1118936220200_a622,mid,-5.0,3,6,1118936226100,1118936225600,622,618,3,1118936225600,1118936226600,3
train,82,s0_t1118936220200_a622,mid,-5.0,2,7,1118936226600,1118936226100,614,604,3,1118936226100,1118936227100,3
train,82,s0_t1118936220200_a622,mid,-5.0,3,26,1118936236100,1118936235600,617,622,3,1118936235600,1118936236600,3
train,82,s0_t1118936220200_a622,mid,-5.0,6,26,1118936236100,1118936235600,622,618,3,1118936235600,1118936236600,2
train,82,s0_t1118936220200_a622,mid,-5.0,3,27,1118936236600,1118936236100,622,617,3,1118936236100,1118936237100,3
train,82,s0_t1118936220200_a622,mid,0.0,6,2,1118936224100,1118936223600,617,622,3,1118936223600,1118936224600,3
train,82,s0_t1118936220200_a622,mid,0.0,6,10,1118936228100,1118936227600,618,622,3,1118936227600,1118936228600,3
train,82,s0_t1118936220200_a622,mid,0.0,5,15,1118936230600,1118936230100,622,617,3,1118936230100,1118936231100,2
train,82,s0_t1118936220200_a622,mid,0.0,3,16,1118936231100,1118936230600,604,614,3,1118936230600,1118936231600,3
train,82,s0_t1118936220200_a622,mid,0.0,1,18,1118936232100,1118936231600,617,622,3,1118936231600,1118936232600,3
train,82,s0_t1118936220200_a622,mid,0.0,1,19,1118936232600,1118936232100,622,617,3,1118936232100,1118936233100,3
train,82,s0_t1118936220200_a622,mid,0.0,7,21,1118936233600,1118936233100,618,622,3,1118936233100,1118936234100,2
train,82,s0_t1118936220200_a622,mid,0.0,6,25,1118936235600,1118936235100,618,622,3,1118936235100,1118936236100,3
train,82,s0_t1118936220200_a622,mid,0.0,4,26,1118936236100,1118936235600,604,614,3,1118936235600,1118936236600,3
train,82,s0_t1118936220200_a622,mid,0.0,4,27,1118936236600,1118936236100,614,604,3,1118936236100,1118936237100,3
train,82,s0_t1118936220200_a622,mid,5.0,5,7,1118936226600,1118936226100,618,622,3,1118936226100,1118936227100,2
train,82,s0_t1118936220200_a622,mid,5.0,1,13,1118936229600,1118936229100,618,622,3,1118936229100,1118936230100,3
train,82,s0_t1118936220200_a622,mid,5.0,2,13,1118936229600,1118936229100,604,614,3,1118936229100,1118936230100,3
train,82,s0_t1118936220200_a622,mid,5.0,1,15,1118936230600,1118936230100,622,617,3,1118936230100,1118936231100,3
train,82,s0_t1118936220200_a622,mid,5.0,7,15,1118936230600,1118936230100,617,622,3,1118936230100,1118936231100,2
train,82,s0_t1118936220200_a622,mid,5.0,0,21,1118936233600,1118936233100,614,604,3,1118936233100,1118936234100,3
train,82,s0_t1118936220200_a622,mid,5.0,2,23,1118936234600,1118936234100,618,622,3,1118936234100,1118936235100,3
train,82,s0_t1118936220200_a622,mid,5.0,2,24,1118936235100,1118936234600,622,618,3,1118936234600,1118936235600,2
train,82,s0_t1118936220200_a622,mid,5.0,7,25,1118936235600,1118936235100,604,614,3,1118936235100,1118936236100,2
train,82,s0_t1118936220200_a622,mid,5.0,1,27,1118936236600,1118936236100,617,622,3,1118936236100,1118936237100,3
train,82,s0_t1118936220200_a622,mid,5.0,1,29,1118936237600,1118936237100,622,617,3,1118936237100,1118936238100,3
train,82,s0_t1118936220200_a622,mid,5.0,1,30,1118936238100,1118936237600,617,622,2,1118936237600,1118936238100,2
train,82,s0_t1118936220200_a622,mid,10.0,0,9,1118936227600,1118936227100,615,604,3,1118936227100,1118936228100,2
train,82,s0_t1118936220200_a622,mid,10.0,7,13,1118936229600,1118936229100,618,622,3,1118936229100,1118936230100,2
train,82,s0_t1118936220200_a622,mid,10.0,5,15,1118936230600,1118936230100,617,622,3,1118936230100,1118936231100,3
train,82,s0_t1118936220200_a622,mid,10.0,0,23,1118936234600,1118936234100,614,604,3,1118936234100,1118936235100,2
train,82,s0_t1118936220200_a622,mid,10.0,5,28,1118936237100,1118936236600,614,604,3,1118936236600,1118936237600,2
train,82,s0_t1118936220200_a622,mid,10.0,6,28,1118936237100,1118936236600,604,614,3,1118936236600,1118936237600,3
train,82,s0_t1118936220200_a622,mid,10.0,6,29,1118936237600,1118936237100,614,604,3,1118936237100,1118936238100,3
train,82,s0_t1118936220200_a622,mid,15.0,4,2,1118936224100,1118936223600,622,617,3,1118936223600,1118936224600,2
train,82,s0_t1118936220200_a622,mid,15.0,2,4,1118936225100,1118936224600,618,622,3,1118936224600,1118936225600,2
train,82,s0_t1118936220200_a622,mid,15.0,0,14,1118936230100,1118936229600,615,604,3,1118936229600,1118936230600,3
train,82,s0_t1118936220200_a622,mid,15.0,6,15,1118936230600,1118936230100,617,622,3,1118936230100,1118936231100,3
train,82,s0_t1118936220200_a622,mid,15.0,5,17,1118936231600,1118936231100,604,614,3,1118936231100,1118936232100,2
train,82,s0_t1118936220200_a622,mid,15.0,3,20,1118936233100,1118936232600,604,614,3,1118936232600,1118936233600,3
train,82,s0_t1118936220200_a622,mid,15.0,4,22,1118936234100,1118936233600,615,604,3,1118936233600,1118936234600,2
train,82,s0_t1118936220200_a622,mid,15.0,6,22,1118936234100,1118936233600,604,614,3,1118936233600,1118936234600,2
train,82,s0_t1118936220200_a622,mid,15.0,5,24,1118936235100,1118936234600,617,622,3,1118936234600,1118936235600,3
train,82,s0_t1118936220200_a622,mid,15.0,5,25,1118936235600,1118936235100,622,617,3,1118936235100,1118936236100,3
train,82,s0_t1118936220200_a622,mid,15.0,5,29,1118936237600,1118936237100,617,618,3,1118936237100,1118936238100,3
train,82,s0_t1118936220200_a622,mid,15.0,6,29,1118936237600,1118936237100,622,617,3,1118936237100,1118936238100,2
train,82,s0_t1118936220200_a622,mid,15.0,5,30,1118936238100,1118936237600,618,622,2,1118936237600,1118936238100,2
train,82,s0_t1118936220200_a622,mid,20.0,4,2,1118936224100,1118936223600,622,617,3,1118936223600,1118936224600,2
train,82,s0_t1118936220200_a622,mid,20.0,2,4,1118936225100,1118936224600,618,622,3,1118936224600,1118936225600,2
train,82,s0_t1118936220200_a622,mid,20.0,3,9,1118936227600,1118936227100,614,604,3,1118936227100,1118936228100,3
train,82,s0_t1118936220200_a622,mid,20.0,0,14,1118936230100,1118936229600,615,604,3,1118936229600,1118936230600,3
train,82,s0_t1118936220200_a622,mid,20.0,1,15,1118936230600,1118936230100,617,622,3,1118936230100,1118936231100,3
train,82,s0_t1118936220200_a622,mid,20.0,6,17,1118936231600,1118936231100,604,614,3,1118936231100,1118936232100,3
train,82,s0_t1118936220200_a622,mid,20.0,6,18,1118936232100,1118936231600,614,604,3,1118936231600,1118936232600,3
train,82,s0_t1118936220200_a622,mid,20.0,1,29,1118936237600,1118936237100,617,618,3,1118936237100,1118936238100,3
train,82,s0_t1118936220200_a622,mid,20.0,6,29,1118936237600,1118936237100,622,617,3,1118936237100,1118936238100,2
train,82,s0_t1118936220200_a622,mid,20.0,1,30,1118936238100,1118936237600,618,622,2,1118936237600,1118936238100,2
train,83,s0_t1118936240200_a582,high,-5.0,7,3,1118936244600,1118936244100,532,586,3,1118936244100,1118936245100,3
train,83,s0_t1118936240200_a582,high,-5.0,0,5,1118936245600,1118936245100,582,546,3,1118936245100,1118936246100,3
train,83,s0_t1118936240200_a582,high,-5.0,7,14,1118936250100,1118936249600,532,586,3,1118936249600,1118936250600,3
train,83,s0_t1118936240200_a582,high,0.0,1,2,1118936244100,1118936243600,586,532,3,1118936243600,1118936244600,3
train,83,s0_t1118936240200_a582,high,0.0,0,5,1118936245600,1118936245100,582,546,3,1118936245100,1118936246100,2
train,83,s0_t1118936240200_a582,high,0.0,1,14,1118936250100,1118936249600,586,532,3,1118936249600,1118936250600,2
train,83,s0_t1118936240200_a582,high,5.0,1,6,1118936246100,1118936245600,532,586,3,1118936245600,1118936246600,3
train,83,s0_t1118936240200_a582,high,5.0,4,6,1118936246100,1118936245600,586,532,3,1118936245600,1118936246600,2
train,83,s0_t1118936240200_a582,high,5.0,1,7,1118936246600,1118936246100,586,532,3,1118936246100,1118936247100,3
train,83,s0_t1118936240200_a582,high,5.0,1,9,1118936247600,1118936247100,532,586,3,1118936247100,1118936248100,3
train,83,s0_t1118936240200_a582,high,10.0,4,6,1118936246100,1118936245600,586,532,3,1118936245600,1118936246600,2
train,83,s0_t1118936240200_a582,high,10.0,7,6,1118936246100,1118936245600,532,586,3,1118936245600,1118936246600,3
train,83,s0_t1118936240200_a582,high,10.0,7,7,1118936246600,1118936246100,586,532,3,1118936246100,1118936247100,3
train,83,s0_t1118936240200_a582,high,10.0,7,9,1118936247600,1118936247100,532,586,3,1118936247100,1118936248100,2
train,83,s0_t1118936240200_a582,high,10.0,7,13,1118936249600,1118936249100,586,532,3,1118936249100,1118936250100,3
train,83,s0_t1118936240200_a582,high,20.0,4,5,1118936245600,1118936245100,586,532,3,1118936245100,1118936246100,3
train,83,s0_t1118936240200_a582,high,20.0,6,5,1118936245600,1118936245100,532,586,3,1118936245100,1118936246100,3
train,83,s0_t1118936240200_a582,high,20.0,6,7,1118936246600,1118936246100,586,532,3,1118936246100,1118936247100,3
train,83,s0_t1118936240200_a582,high,20.0,6,9,1118936247600,1118936247100,532,586,3,1118936247100,1118936248100,3
train,83,s0_t1118936240200_a582,high,20.0,6,10,1118936248100,1118936247600,586,532,3,1118936247600,1118936248600,3
train,83,s0_t1118936240200_a582,high,20.0,6,12,1118936249100,1118936248600,532,586,3,1118936248600,1118936249600,3
