sample_index,episode_index,episode_id,origin_ms,source_block,source_keys,source_groups,track_keys,origin,active_tracks_last,mean_neighbor_degree_last,nearest_pair_distance_m,max_closing_speed_mps,mean_speed_last_mps,history_abs_acceleration_mean_mps2,history_max_deceleration_mps2,history_heading_change_mean_deg,history_acceleration_tracks,history_heading_tracks,not_detected_given_exists_fraction,unavailable_slot_fraction,posthoc_future_cv_ADE_m,ade_targets,fde_targets,source_component,bin_active_tracks_last,bin_mean_neighbor_degree_last,bin_nearest_pair_distance_m,bin_max_closing_speed_mps,bin_mean_speed_last_mps,bin_history_abs_acceleration_mean_mps2,bin_history_max_deceleration_mps2,bin_history_heading_change_mean_deg,bin_unavailable_slot_fraction,bin_posthoc_future_cv_ADE_m,Q_ADE,Q_ADE_snr_range,Q_FDE,Q_FDE_snr_range,G_ADE,G_ADE_snr_range,G_FDE,G_FDE_snr_range,delta_ADE,delta_FDE,case_rank_score
99,185,s1_t1118936980200_a1561,1118936986100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",99,8,4.0,2.901136432188047,3.8515844242967083,6.739238179044556,0.42734801080649254,0.023570226390775325,0.36476910498730675,8,4,0.0,0.0,0.6107580416121785,8,8,0,bin_2,bin_1,bin_0,bin_2,bin_2,bin_1,bin_0,bin_0,bin_0,bin_1,0.33887841552495956,0.0009161829948425293,0.6666513532400131,0.0016432404518127441,0.6859379559755325,0.0017876625061035156,1.369586855173111,0.0019799470901489258,-0.34705954045057297,-0.7029355019330978,-0.6985272914171219
100,185,s1_t1118936980200_a1561,1118936987100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",100,8,3.0,2.901136432188047,3.16358880949165,6.676648359909252,0.41614074080996544,0.009935635951063579,1.2435216974711172,8,4,0.0,0.0,0.5925023040524775,8,8,0,bin_2,bin_1,bin_0,bin_2,bin_2,bin_1,bin_0,bin_0,bin_0,bin_1,0.41066351532936096,0.002946138381958008,0.7079874277114868,0.005775094032287598,0.5170982629060745,0.0028911828994750977,1.0972740650177002,0.0038298368453979492,-0.10643474757671356,-0.3892866373062134,-0.30107806622982025
101,185,s1_t1118936980200_a1561,1118936988100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",101,8,3.0,2.901136432188047,3.854541514749425,6.448604598851157,0.38205301015419824,1.1443081006878302,1.238920582888865,8,4,0.0,0.0,0.7198531219660843,8,8,0,bin_2,bin_1,bin_0,bin_2,bin_2,bin_1,bin_1,bin_0,bin_0,bin_1,0.5307203978300095,0.00021582841873168945,1.0724174082279205,0.00034821033477783203,0.3556229770183563,0.00127333402633667,0.7398438304662704,0.0025705695152282715,0.17509742081165314,0.3325735777616501,0.3413842096924782
102,185,s1_t1118936980200_a1561,1118936989100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",102,8,3.0,2.901136432188047,0.2541526737344711,6.675282938853874,0.13567394595526883,0.19267673314771136,5.395086109349884,8,4,0.0,0.0,0.35361087746015296,8,8,0,bin_2,bin_1,bin_0,bin_0,bin_2,bin_0,bin_0,bin_1,bin_0,bin_1,0.45994825661182404,0.0014439821243286133,0.8221934288740158,0.0018514394760131836,0.24924828857183456,0.0006561130285263062,0.4822430983185768,0.0013752877712249756,0.21069996803998947,0.339950330555439,0.38067513331770897
103,185,s1_t1118936980200_a1561,1118936990100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",103,8,3.0,2.8761373318639136,0.2533920680990575,6.598811357277848,0.6328792242594643,1.8774087780562756,3.2771399406946022,8,4,0.0,0.0,0.5035795693909582,8,8,0,bin_2,bin_1,bin_0,bin_0,bin_2,bin_1,bin_2,bin_0,bin_0,bin_1,0.2794019430875778,0.0006370246410369873,0.6046559810638428,0.0012814998626708984,0.36607904732227325,0.0003490447998046875,0.8454662710428238,0.0008947253227233887,-0.08667710423469543,-0.24081028997898102,-0.20708224922418594
104,185,s1_t1118936980200_a1561,1118936991100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",104,8,3.0,2.8761373318639136,0.25253428733189975,6.849775802436654,0.09235823489122948,0.1660916280532613,5.7778608423742055,8,4,0.0,0.0,0.5351370019285836,8,8,0,bin_2,bin_1,bin_0,bin_0,bin_2,bin_0,bin_0,bin_1,bin_0,bin_1,0.42013343423604965,0.00015228986740112305,0.8537163287401199,0.0006809830665588379,0.42078637331724167,0.0004912316799163818,1.0083141028881073,0.0011036396026611328,-0.0006529390811920166,-0.15459777414798737,-0.0779518261551857
105,185,s1_t1118936980200_a1561,1118936992100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",105,8,3.0,2.8761373318639136,0.3884031455563138,7.751813743488035,0.649275919111574,0.0,3.2410459166652092,8,4,0.0,0.0,0.7385583434028113,8,8,0,bin_2,bin_1,bin_0,bin_0,bin_2,bin_1,bin_0,bin_0,bin_0,bin_1,0.5483984351158142,0.000508427619934082,0.9256213158369064,0.0003758668899536133,0.6709987968206406,0.00019806623458862305,1.026803433895111,0.0008053779602050781,-0.12260036170482635,-0.10118211805820465,-0.17319142073392868
106,185,s1_t1118936980200_a1561,1118936993100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",106,8,3.0,2.8761373318639136,1.5591667564407277,7.219522140198369,0.2754372852874982,0.15348376329104005,2.140660777994429,8,4,0.0,0.0,1.4748239512885193,8,8,0,bin_2,bin_1,bin_0,bin_1,bin_2,bin_1,bin_0,bin_0,bin_0,bin_2,0.5725147724151611,0.00023543834686279297,1.0123680233955383,0.0010595321655273438,0.6612987667322159,0.0002275705337524414,1.1175453066825867,0.0010304450988769531,-0.08878399431705475,-0.10517728328704834,-0.14137263596057892
107,185,s1_t1118936980200_a1561,1118936994100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",107,8,2.75,2.8761373318639136,2.132929182343079,7.659727406872067,0.4354151299806749,0.3246633376093964,7.128065045076589,8,4,0.0,0.0,1.1723626783261807,8,8,0,bin_2,bin_0,bin_0,bin_2,bin_2,bin_1,bin_0,bin_1,bin_0,bin_2,0.5242342948913574,0.001300215721130371,0.719066709280014,0.0021610260009765625,0.5958359688520432,0.0017940998077392578,0.7091130316257477,0.0020052194595336914,-0.07160167396068573,0.009953677654266357,-0.06662483513355255
108,185,s1_t1118936980200_a1561,1118936995100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",108,8,2.75,2.8761373318639136,4.821315188667271,7.921168560268624,1.313230377843059,5.459662005655489,4.973574569744411,8,4,0.0,0.0,1.585118570278976,8,8,0,bin_2,bin_0,bin_0,bin_2,bin_2,bin_2,bin_2,bin_0,bin_0,bin_2,0.4633391201496124,0.002640664577484131,0.8211610019207001,0.00571286678314209,0.27284955233335495,0.0012193024158477783,0.5649973899126053,0.0031066536903381348,0.19048956781625748,0.2561636120080948,0.31857137382030487
109,185,s1_t1118936980200_a1561,1118936996100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",109,8,2.75,2.851138487398269,0.10103166665198132,6.935609535124315,0.3115906216888979,1.274718084948675,13.172540992763883,8,4,0.0,0.0,1.2521547294616568,8,8,0,bin_2,bin_0,bin_0,bin_0,bin_2,bin_1,bin_1,bin_1,bin_0,bin_2,0.5082882940769196,0.00017726421356201172,0.8683390617370605,0.0005126595497131348,0.6076337695121765,0.0004190206527709961,1.1328494250774384,0.0006836652755737305,-0.09934547543525696,-0.2645103633403778,-0.23160065710544586
110,185,s1_t1118936980200_a1561,1118936997100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",110,8,2.75,2.851138487398269,3.654683110729484,6.887014979910668,1.2626026589968027,5.897300795517161,7.4425274362327976,8,4,0.0,0.0,0.918158698215896,8,8,0,bin_2,bin_0,bin_0,bin_2,bin_2,bin_2,bin_2,bin_1,bin_0,bin_1,0.6401477605104446,0.0014083385467529297,1.3046192228794098,0.0028433799743652344,0.5670227408409119,0.0012389421463012695,1.0751031637191772,0.0026006698608398438,0.07312501966953278,0.22951605916023254,0.18788304924964905
111,185,s1_t1118936980200_a1561,1118936998100,21,"[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[1561, 1505, 1480, 1479, 1482, 1524, 1498, 1447]","[0, 1, 2, 3, 4, 5, 6, 7]",111,8,2.5,2.851138487398269,0.27190247936025064,6.828225942547386,0.23965301672636943,1.2806375347805197,3.988815492563724,8,4,0.0,0.0,0.9812703038401837,8,8,0,bin_2,bin_0,bin_0,bin_0,bin_2,bin_0,bin_1,bin_0,bin_0,bin_1,0.6829665452241898,0.0030096769332885742,1.5650041103363037,0.005769610404968262,0.5271200090646744,0.0034180283546447754,1.2996305525302887,0.00721430778503418,0.15584653615951538,0.265373557806015,0.2885333150625229
112,186,s1_t1118937000200_a1538,1118937003100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",112,6,5.0,5.774081565278133,12.711747384661114,4.266658319053934,1.2252734955379017,1.6978482200196094,11.121501098831239,6,3,0.0,0.25,0.9050039549498258,6,6,0,bin_1,bin_1,bin_1,bin_2,bin_1,bin_2,bin_2,bin_1,bin_2,bin_1,0.5097091048955917,0.0005295276641845703,0.9254094064235687,0.0011470913887023926,0.7310822308063507,0.000315248966217041,1.699487328529358,0.0008131265640258789,-0.22137312591075897,-0.7740779221057892,-0.6084120869636536
113,186,s1_t1118937000200_a1538,1118937004100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",113,6,5.0,3.66052975286393,4.879160492645479,4.4680193743197325,0.9043073933412553,1.8851539823038934,7.935380066655561,6,3,0.0,0.25,0.7504453278152875,6,6,0,bin_1,bin_1,bin_0,bin_2,bin_1,bin_2,bin_2,bin_1,bin_2,bin_1,0.422697514295578,0.005913078784942627,0.8404596745967865,0.008242189884185791,0.5061195194721222,0.006122767925262451,1.1750339567661285,0.008029818534851074,-0.08342200517654419,-0.33457428216934204,-0.2507091462612152
114,186,s1_t1118937000200_a1538,1118937005100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",114,6,5.0,3.8076079417692252,1.8157461111551159,4.1876842544079595,0.7725217868319355,2.016143373896461,3.763923826870224,6,3,0.0,0.25,0.45888078394290116,6,6,0,bin_1,bin_1,bin_0,bin_1,bin_1,bin_2,bin_2,bin_0,bin_2,bin_1,0.3819163888692856,0.004703044891357422,0.944239616394043,0.009931862354278564,0.5407584011554718,0.006023287773132324,1.5045949816703796,0.012736320495605469,-0.15884201228618622,-0.5603553652763367,-0.43901969492435455
115,186,s1_t1118937000200_a1538,1118937006100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",115,6,3.6666666666666665,3.294843151956214,1.3080996637363433,3.957709689732259,0.4950042417903044,2.0440941488372557,3.724020879392604,6,3,0.0,0.25,0.7993238512001181,6,6,0,bin_1,bin_1,bin_0,bin_1,bin_1,bin_1,bin_2,bin_0,bin_2,bin_1,0.7548029124736786,0.0007640719413757324,1.7747805714607239,0.001455068588256836,0.9168253540992737,0.0024390220642089844,2.1294636130332947,0.006145000457763672,-0.1620224416255951,-0.3546830415725708,-0.3393639624118805
116,186,s1_t1118937000200_a1538,1118937007100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",116,6,3.3333333333333335,3.1912530896922195,0.8804207777663795,3.228514155317212,0.5074340733084867,1.3946177663783315,2.4634082278758194,6,2,0.0,0.25,0.8088849805445134,6,6,0,bin_1,bin_1,bin_0,bin_1,bin_1,bin_1,bin_1,bin_0,bin_2,bin_1,0.747764065861702,0.0005982518196105957,1.9657592475414276,0.0006060600280761719,0.8344797939062119,0.002523481845855713,1.9274789988994598,0.004670977592468262,-0.08671572804450989,0.03828024864196777,-0.067575603723526
117,186,s1_t1118937000200_a1538,1118937008100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",117,6,2.3333333333333335,3.2151608997331795,2.443339583075751,2.456326038870856,0.6562764849755671,1.744641868162723,3.0979188626730862,6,2,0.0,0.25,0.8728310301277157,6,6,0,bin_1,bin_0,bin_0,bin_2,bin_1,bin_1,bin_2,bin_0,bin_2,bin_1,0.9034746885299683,0.00031131505966186523,2.027390420436859,0.0005247592926025391,0.7168533354997635,0.0006616711616516113,1.5930346548557281,0.0016883611679077148,0.18662135303020477,0.434355765581131,0.40379923582077026
118,186,s1_t1118937000200_a1538,1118937009100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",118,6,2.3333333333333335,3.218729208771226,2.640162486119409,1.3658772020846037,0.8920489408339837,2.9080290231985106,4.1118740344271005,6,2,0.0,0.25,0.3831036007488255,6,6,0,bin_1,bin_0,bin_0,bin_2,bin_1,bin_2,bin_2,bin_0,bin_2,bin_1,0.20752226561307907,0.00047132372856140137,0.38430486619472504,0.0008315443992614746,0.26816896349191666,0.00013464689254760742,0.42791635543107986,0.0003127157688140869,-0.060646697878837585,-0.04361148923635483,-0.082452442497015
119,186,s1_t1118937000200_a1538,1118937010100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",119,6,2.3333333333333335,3.2224897792926606,0.5446285186531915,1.0253130324983049,0.764139314121674,2.723941044354428,2.490466476099851,6,2,0.0,0.25,0.4825952600367573,6,6,0,bin_1,bin_0,bin_0,bin_1,bin_1,bin_2,bin_2,bin_0,bin_2,bin_1,0.23034228384494781,0.0012570768594741821,0.5123253911733627,0.0031110048294067383,0.2442636750638485,0.00011937320232391357,0.49785371124744415,0.0004312098026275635,-0.01392139121890068,0.014471679925918579,-0.006685551255941391
120,186,s1_t1118937000200_a1538,1118937011100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",120,6,2.3333333333333335,3.226437358460367,2.1336729743869123,0.41904015049614635,0.45286988288678476,1.3914456064443594,0.06517722414343971,6,1,0.0,0.25,0.14929878159286336,6,6,0,bin_1,bin_0,bin_0,bin_2,bin_0,bin_1,bin_1,bin_0,bin_2,bin_0,0.10390596278011799,0.0029027163982391357,0.2733753100037575,0.007039844989776611,0.05030426196753979,0.0008873045444488525,0.08397725038230419,0.002113446593284607,0.0536017008125782,0.18939805962145329,0.14830073062330484
121,186,s1_t1118937000200_a1538,1118937012100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",121,6,2.3333333333333335,3.227269499287473,1.3388346564037727,0.3033342544971834,0.4021607891599446,1.5436028557853883,2.971766335283801,6,1,0.0,0.25,0.18608735557307424,6,6,0,bin_1,bin_0,bin_0,bin_1,bin_0,bin_1,bin_2,bin_0,bin_2,bin_0,0.1228558924049139,0.00017520785331726074,0.25726287066936493,0.0008337497711181641,0.17790458351373672,2.5451183319091797e-05,0.4234468415379524,8.279085159301758e-05,-0.05504869110882282,-0.1661839708685875,-0.13814067654311657
122,186,s1_t1118937000200_a1538,1118937013100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",122,6,2.3333333333333335,3.258868775816026,0.2878631894850287,0.14093877675131783,0.15191895478546935,0.8621026415860391,,6,0,0.0,0.25,0.11841755599113792,6,6,0,bin_1,bin_0,bin_0,bin_0,bin_0,bin_0,bin_1,unavailable,bin_2,bin_0,0.10279296152293682,0.0016581714153289795,0.19438087567687035,0.0018524378538131714,0.11697531305253506,4.623830318450928e-05,0.23115139827132225,0.0003678351640701294,-0.014182351529598236,-0.036770522594451904,-0.03256761282682419
123,186,s1_t1118937000200_a1538,1118937014100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",123,6,2.3333333333333335,3.2809776973003664,0.002641257709891013,0.020833333643774193,0.16383738639609072,0.8104901546268143,,6,0,0.0,0.25,0.00960388085610873,6,6,0,bin_1,bin_0,bin_0,bin_0,bin_0,bin_0,bin_1,unavailable,bin_2,bin_0,0.014302082359790802,0.00030086003243923187,0.01963552040979266,0.0005126968026161194,0.012577989138662815,0.0015235943719744682,0.015556718688458204,0.0030194437131285667,0.001724093221127987,0.004078801721334457,0.0037634940817952156
124,186,s1_t1118937000200_a1538,1118937015100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",124,6,2.3333333333333335,3.299348545154855,0.002453797171373036,0.020833333643774193,0.03296331655594884,0.14519038123448566,,6,0,0.0,0.25,0.010112063894067635,6,6,0,bin_1,bin_0,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_2,bin_0,0.01242850860580802,0.0012387186288833618,0.014922908507287502,0.0013103624805808067,0.012803115649148822,0.0017192596569657326,0.016253820853307843,0.004183565266430378,-0.0003746070433408022,-0.001330912346020341,-0.0010400632163509727
125,186,s1_t1118937000200_a1538,1118937016100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",125,6,2.3333333333333335,3.3242288318662947,0.0024354316555667116,0.020833333643774193,0.0,0.0,,6,0,0.0,0.25,0.0140850536432889,6,6,0,bin_1,bin_0,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_2,bin_0,0.014160249382257462,2.4810433387756348e-06,0.02746599866077304,0.00011899881064891815,0.01324441540054977,0.0017525581642985344,0.023756504990160465,0.0008714534342288971,0.0009158339817076921,0.0037094936706125736,0.002770580817013979
126,186,s1_t1118937000200_a1538,1118937017100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",126,6,2.3333333333333335,3.2969891729205085,0.002266032526711767,0.020833333643774193,0.0,0.0,,6,0,0.0,0.25,0.024952653416778558,6,6,0,bin_1,bin_0,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_2,bin_0,0.02712439140304923,0.003614390268921852,0.04969494603574276,0.006791099905967712,0.024983846116811037,0.0025801416486501694,0.04449362400919199,0.0036100447177886963,0.0021405452862381935,0.00520132202655077,0.004741206299513578
127,186,s1_t1118937000200_a1538,1118937018100,22,"[1538, 1548, 1541, 1556, 1558, 1554]","[1538, 1548, 1541, 1556, 1558, 1554]","[0, 1, 2, 3, 4, 5]",127,6,2.3333333333333335,3.280299067784605,0.014625344304482353,0.04059432820726632,0.012869046325395523,0.0,,6,0,0.0,0.25,0.010800144786486972,6,6,0,bin_1,bin_0,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_2,bin_0,0.01211998425424099,6.48200511932373e-07,0.016833802685141563,1.8849968910217285e-06,0.01071107853204012,9.290874004364014e-06,0.01188100129365921,1.3027340173721313e-05,0.0014089057222008705,0.004952801391482353,0.003885306417942047
128,187,s1_t1118937000200_a1580,1118937003100,22,"[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[0, 1, 2, 3, 4, 5, 6, 7]",128,8,3.5,10.021050411213533,1.2215031575771063,10.508113261456241,0.9873572351075277,1.6133780979697943,9.55102285166448,8,8,0.0,0.0,1.0168264550254777,8,7,0,bin_2,bin_1,bin_1,bin_1,bin_2,bin_2,bin_2,bin_1,bin_0,bin_1,1.3236710727214813,0.0004515647888183594,2.796530842781067,0.003416299819946289,1.1888158917427063,0.0022013187408447266,2.4612057209014893,0.004929065704345703,0.13485518097877502,0.33532512187957764,0.30251774191856384
129,187,s1_t1118937000200_a1580,1118937004100,22,"[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[0, 1, 2, 3, 4, 5, 6, 7]",129,8,2.75,10.063821489050888,2.6296285211731303,10.170883547462019,0.988376474224087,1.9828604008729325,8.51517724830352,8,8,0.0,0.0,0.9225374617674741,8,7,0,bin_2,bin_0,bin_1,bin_2,bin_2,bin_2,bin_2,bin_1,bin_0,bin_1,0.9394693076610565,0.0006330609321594238,2.125394880771637,0.001649618148803711,1.09864342212677,0.0021256208419799805,2.5108320713043213,0.004778385162353516,-0.1591741144657135,-0.3854371905326843,-0.35189270973205566
130,187,s1_t1118937000200_a1580,1118937005100,22,"[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[0, 1, 2, 3, 4, 5, 6, 7]",130,7,2.5714285714285716,9.74531584589203,1.2343744141559474,10.276802828973631,0.7919874689528024,1.445454735492446,4.557884160642848,7,7,0.0,0.05625,1.2959394569444327,7,7,0,bin_1,bin_0,bin_1,bin_1,bin_2,bin_2,bin_1,bin_0,bin_1,bin_2,1.37470343708992,0.0008512735366821289,2.851241648197174,0.0019707679748535156,1.4212256371974945,0.000920414924621582,3.3834843039512634,0.0028400421142578125,-0.04652220010757446,-0.5322426557540894,-0.31264352798461914
131,187,s1_t1118937000200_a1580,1118937006100,22,"[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[0, 1, 2, 3, 4, 5, 6, 7]",131,7,2.5714285714285716,8.942202957378205,1.7885583610137656,9.713309414695647,0.7148405301025739,1.643558042462761,2.3362614094203407,7,7,0.0,0.11875,1.4393337982258936,7,7,0,bin_1,bin_0,bin_1,bin_1,bin_2,bin_2,bin_2,bin_0,bin_1,bin_2,1.0459818243980408,0.0028856992721557617,1.9151769280433655,0.0055561065673828125,1.6737715303897858,0.0023505687713623047,3.4348098039627075,0.006006956100463867,-0.627789705991745,-1.519632875919342,-1.387606143951416
132,187,s1_t1118937000200_a1580,1118937007100,22,"[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[0, 1, 2, 3, 4, 5, 6, 7]",132,7,2.5714285714285716,8.085739132567303,2.5369422331908824,8.85676238528895,1.1707997685075824,3.273895227778063,3.0749932295302274,7,7,0.0,0.125,1.5448653388934666,7,7,0,bin_1,bin_0,bin_1,bin_2,bin_2,bin_2,bin_2,bin_0,bin_1,bin_2,0.6433636695146561,0.0005089044570922852,1.0855039060115814,0.0008363723754882812,1.2461069524288177,0.001832127571105957,2.610720157623291,0.0038127899169921875,-0.6027432829141617,-1.5252162516117096,-1.3653514087200165
133,187,s1_t1118937000200_a1580,1118937008100,22,"[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[0, 1, 2, 3, 4, 5, 6, 7]",133,7,2.5714285714285716,8.993598849017967,1.6376956985734152,7.561658880375961,0.7197772573199614,1.7053354628697768,4.326163961157857,7,7,0.0,0.125,1.2954555558281178,7,7,0,bin_1,bin_0,bin_1,bin_1,bin_2,bin_2,bin_2,bin_0,bin_1,bin_2,1.293889969587326,0.0010058879852294922,3.0205076932907104,0.001827239990234375,1.7152095437049866,0.005419254302978516,3.9824360013008118,0.00850677490234375,-0.4213195741176605,-0.9619283080101013,-0.9022837281227112
134,187,s1_t1118937000200_a1580,1118937009100,22,"[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[0, 1, 2, 3, 4, 5, 6, 7]",134,7,2.5714285714285716,8.945127010439306,3.185955265586754,6.4971651880149635,1.268170594400511,1.9718933315748135,5.193230959164325,7,7,0.0,0.125,1.3761063206908197,7,7,0,bin_1,bin_0,bin_1,bin_2,bin_2,bin_2,bin_2,bin_1,bin_1,bin_2,1.1886946856975555,0.003998398780822754,2.381818950176239,0.005223751068115234,1.238650143146515,0.0020189285278320312,2.561605751514435,0.0008840560913085938,-0.04995545744895935,-0.1797868013381958,-0.13984885811805725
135,187,s1_t1118937000200_a1580,1118937010100,22,"[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[0, 1, 2, 3, 4, 5, 6, 7]",135,7,2.5714285714285716,8.724946736807377,3.442225091429799,5.049731737459332,1.3715989098827248,3.107407914697155,5.586375285847291,7,7,0.0,0.125,1.8154501691245455,7,7,0,bin_1,bin_0,bin_1,bin_2,bin_2,bin_2,bin_2,bin_1,bin_1,bin_2,1.0865547060966492,0.0029937028884887695,1.8826930522918701,0.005208849906921387,1.0999130308628082,0.0036094188690185547,1.774218112230301,0.004729032516479492,-0.013358324766159058,0.10847494006156921,0.04087914526462555
136,187,s1_t1118937000200_a1580,1118937011100,22,"[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[1580, 1534, 1586, 1601, 1487, 1590, 1598, 1483]","[0, 1, 2, 3, 4, 5, 6, 7]",136,7,2.5714285714285716,7.221477773687283,3.78500963754996,3.305426927926408,1.7248849864880111,2.338731107798807,4.850821486891628,7,6,0.0,0.125,1.4767062772527133,7,7,0,bin_1,bin_0,bin_1,bin_2,bin_1,bin_2,bin_2,bin_0,bin_1,bin_2,1.1626249551773071,0.004106402397155762,2.528233528137207,0.008281230926513672,1.1607389152050018,0.0027958154678344727,2.6246681213378906,0.0055925846099853516,0.0018860399723052979,-0.0964345932006836,-0.0463312566280365
